Time of Measurement,Weight(lb),BMI,Body Fat(%),Fat-free Body Weight(lb),Subcutaneous Fat(%),Visceral Fat,Body Water(%),Skeletal Muscle(%),Muscle Mass(lb),Bone Mass(lb),Protein(%),BMR(kcal),Metabolic Age,Remarks
"August 17, 2019 8:29:44 AM",157.2,22.8,13.5,136.0,11.9,5.0,62.5,55.9,129.2,6.8,19.7,1703.0,18.0,--
"August 16, 2019 8:50:23 AM",158.2,22.9,13.7,136.6,12.1,5.0,62.3,55.7,129.8,6.8,19.6,1708.0,18.0,--
"August 15, 2019 8:52:14 AM",158.6,23.0,13.8,136.8,12.0,6.0,62.3,55.7,129.8,6.8,19.6,1709.0,18.0,--
"August 14, 2019 8:50:54 AM",159.6,23.1,14.0,137.2,12.2,6.0,62.1,55.6,130.4,6.8,19.5,1713.0,18.0,--
"August 13, 2019 8:35:15 AM",158.2,22.9,13.7,136.6,12.1,5.0,62.3,55.8,129.6,6.8,19.6,1707.0,18.0,--
"August 12, 2019 8:48:31 AM",157.8,22.8,13.6,136.4,12.0,5.0,62.4,55.8,129.4,6.8,19.6,1705.0,18.0,--
"August 11, 2019 10:46:04 AM",157.8,22.9,13.6,136.4,12.0,5.0,62.4,55.8,129.6,6.8,19.7,1706.0,18.0,--
"August 10, 2019 8:48:34 AM",157.6,22.8,13.5,136.2,11.9,5.0,62.4,55.9,129.4,6.8,19.7,1704.0,18.0,--
"August 9, 2019 8:33:27 AM",160.4,23.2,14.2,137.6,12.4,6.0,61.9,55.4,130.8,6.8,19.5,1719.0,18.0,--
"August 8, 2019 8:49:35 AM",158.4,22.9,13.7,136.6,12.1,5.0,62.3,55.7,129.8,6.8,19.6,1709.0,18.0,--
"August 7, 2019 8:51:28 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1696.0,18.0,--
"August 6, 2019 9:09:52 AM",159.0,23.5,14.7,135.6,12.9,6.0,61.6,55.1,128.8,6.8,19.4,1698.0,18.0,--
"August 4, 2019 9:49:26 AM",157.0,23.3,14.2,134.8,12.4,6.0,61.9,55.4,128.0,6.8,19.6,1690.0,18.0,--
"August 3, 2019 8:49:35 AM",157.8,23.4,14.4,135.2,12.6,6.0,61.8,55.3,128.4,6.8,19.5,1693.0,18.0,--
"August 2, 2019 9:59:36 AM",157.6,23.3,14.4,135.0,12.6,6.0,61.8,55.3,128.2,6.8,19.4,1692.0,18.0,--
"August 1, 2019 10:02:33 AM",159.0,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1699.0,18.0,--
"July 31, 2019 10:09:41 AM",158.0,23.4,14.5,135.2,12.7,6.0,61.8,55.3,128.4,6.8,19.4,1694.0,18.0,--
"July 30, 2019 11:43:19 AM",158.2,23.4,14.5,135.4,12.7,6.0,61.7,55.2,128.6,6.8,19.5,1696.0,18.0,--
"July 29, 2019 10:27:25 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1697.0,18.0,--
"July 28, 2019 10:08:52 AM",157.4,23.3,14.3,134.8,12.5,6.0,61.9,55.3,128.2,6.8,19.5,1691.0,18.0,--
"July 26, 2019 10:47:42 AM",158.8,23.5,14.6,135.6,12.8,6.0,61.6,55.1,128.8,6.8,19.5,1699.0,18.0,--
"July 25, 2019 10:47:16 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1697.0,18.0,--
"July 24, 2019 10:23:29 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1696.0,18.0,--
"July 22, 2019 10:21:06 AM",159.0,23.5,14.7,135.6,12.9,6.0,61.6,55.1,128.8,6.8,19.4,1698.0,18.0,--
"July 21, 2019 9:18:00 AM",158.2,23.4,14.5,135.2,12.7,6.0,61.7,55.2,128.6,6.8,19.5,1696.0,18.0,--
"July 20, 2019 8:27:21 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1697.0,18.0,--
"July 19, 2019 12:29:47 PM",157.2,23.3,14.3,134.8,12.5,6.0,61.9,55.4,128.0,6.8,19.5,1690.0,18.0,--
"July 18, 2019 11:08:56 AM",159.8,23.7,14.8,136.0,13.0,6.0,61.5,55.0,129.2,6.8,19.4,1703.0,18.0,--
"July 17, 2019 7:40:17 AM",160.0,23.7,14.9,136.2,13.1,6.0,61.4,55.0,129.4,6.8,19.4,1704.0,18.0,--
"July 16, 2019 10:48:59 AM",158.8,23.5,14.6,135.6,12.8,6.0,61.6,55.1,128.8,6.8,19.5,1699.0,18.0,--
"July 15, 2019 10:32:03 AM",158.8,23.5,14.6,135.6,12.8,6.0,61.7,55.2,128.8,6.8,19.4,1698.0,18.0,--
"July 14, 2019 10:52:35 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1697.0,18.0,--
"July 13, 2019 8:55:01 AM",160.0,23.7,14.9,136.2,13.1,6.0,61.4,55.0,129.4,6.8,19.4,1704.0,18.0,--
"July 12, 2019 10:10:59 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1696.0,18.0,--
"July 11, 2019 11:24:24 AM",157.8,23.4,14.4,135.0,12.6,6.0,61.8,55.3,128.2,6.8,19.5,1692.0,18.0,--
"July 10, 2019 10:01:19 AM",158.0,23.4,14.4,135.2,12.6,6.0,61.8,55.3,128.4,6.8,19.5,1694.0,18.0,--
"July 9, 2019 11:45:54 AM",158.2,23.4,14.5,135.2,12.7,6.0,61.7,55.2,128.4,6.8,19.4,1695.0,18.0,--
"July 8, 2019 10:10:13 AM",157.8,23.4,14.4,135.2,12.6,6.0,61.8,55.3,128.4,6.8,19.5,1693.0,18.0,--
"July 7, 2019 10:37:59 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1696.0,18.0,--
"July 6, 2019 9:18:50 AM",158.4,23.5,14.5,135.4,12.7,6.0,61.7,55.2,128.6,6.8,19.5,1696.0,18.0,--
"July 4, 2019 10:00:54 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1697.0,18.0,--
"July 2, 2019 7:51:26 PM",156.8,23.2,14.2,134.6,12.4,6.0,62.0,55.4,127.8,6.8,19.5,1688.0,18.0,--
"July 2, 2019 10:07:56 AM",158.0,23.4,14.5,135.2,12.7,6.0,61.8,55.3,128.4,6.8,19.4,1694.0,18.0,--
"July 1, 2019 9:59:42 AM",155.2,23.0,13.8,133.8,12.0,6.0,62.2,55.7,127.0,6.6,19.6,1680.0,18.0,--
"June 29, 2019 9:13:03 AM",156.4,23.2,14.1,134.4,12.3,6.0,62.1,55.5,127.6,6.8,19.5,1685.0,18.0,--
"June 28, 2019 10:06:18 AM",157.6,23.3,14.3,135.0,12.5,6.0,61.8,55.3,128.2,6.8,19.5,1692.0,18.0,--
"June 26, 2019 9:56:33 AM",157.8,23.4,14.4,135.0,12.6,6.0,61.8,55.3,128.4,6.8,19.5,1693.0,18.0,--
"June 24, 2019 9:27:01 AM",156.8,23.2,14.2,134.6,12.4,6.0,62.0,55.4,127.8,6.8,19.5,1688.0,18.0,--
"June 23, 2019 10:27:50 AM",155.8,23.1,13.9,134.0,12.1,6.0,62.1,55.6,127.4,6.8,19.6,1683.0,18.0,--
"June 22, 2019 11:54:03 AM",155.0,23.0,13.8,133.6,12.2,5.0,62.3,55.7,127.0,6.6,19.6,1678.0,18.0,--
"June 21, 2019 9:31:06 AM",158.4,23.5,14.5,135.4,12.7,6.0,61.7,55.2,128.6,6.8,19.5,1696.0,18.0,--
"June 20, 2019 9:16:18 AM",158.2,23.4,14.5,135.2,12.7,6.0,61.7,55.2,128.4,6.8,19.4,1695.0,18.0,--
"June 19, 2019 10:41:07 AM",157.6,23.3,14.4,135.0,12.6,6.0,61.8,55.3,128.2,6.8,19.4,1692.0,18.0,--
"June 18, 2019 10:26:57 AM",157.6,23.3,14.3,135.0,12.5,6.0,61.8,55.3,128.2,6.8,19.5,1692.0,18.0,--
"June 18, 2019 10:21:57 AM",158.0,23.4,14.4,135.2,12.6,6.0,61.8,55.3,128.4,6.8,19.5,1694.0,18.0,--
"June 17, 2019 9:51:27 AM",156.2,23.1,14.0,134.2,12.2,6.0,62.1,55.5,127.6,6.8,19.6,1686.0,18.0,--
"June 14, 2019 10:14:07 AM",157.6,23.3,14.3,135.0,12.5,6.0,61.9,55.3,128.2,6.8,19.5,1692.0,18.0,--
"June 13, 2019 10:03:47 AM",158.8,23.5,14.6,135.6,12.8,6.0,61.7,55.2,128.8,6.8,19.4,1698.0,18.0,--
"June 12, 2019 9:46:53 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1697.0,18.0,--
"June 11, 2019 8:47:33 AM",158.4,23.5,14.5,135.4,12.7,6.0,61.7,55.2,128.6,6.8,19.5,1696.0,18.0,--
"June 10, 2019 9:54:42 AM",157.4,23.3,14.3,134.8,12.5,6.0,61.9,55.4,128.2,6.8,19.5,1691.0,18.0,--
"June 9, 2019 10:49:17 AM",157.6,23.3,14.4,135.0,12.6,6.0,61.8,55.3,128.2,6.8,19.5,1692.0,18.0,--
"June 7, 2019 10:44:55 AM",159.6,23.6,14.8,136.0,13.0,6.0,61.5,55.0,129.2,6.8,19.4,1701.0,18.0,--
"June 6, 2019 9:53:47 AM",159.0,23.5,14.7,135.6,12.9,6.0,61.6,55.1,128.8,6.8,19.4,1698.0,18.0,--
"June 4, 2019 10:28:06 AM",157.8,23.4,14.4,135.0,12.6,6.0,61.8,55.3,128.2,6.8,19.5,1692.0,18.0,--
"June 3, 2019 10:04:24 AM",157.2,23.3,14.3,134.8,12.5,6.0,61.9,55.4,128.0,6.8,19.5,1689.0,18.0,--
"June 2, 2019 10:24:56 AM",159.2,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1700.0,18.0,--
"June 1, 2019 1:22:37 PM",159.2,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1701.0,18.0,--
"June 1, 2019 8:51:24 AM",160.2,23.7,15.0,136.4,13.2,6.0,61.4,54.9,129.4,6.8,19.3,1704.0,18.0,--
"May 30, 2019 9:37:24 AM",159.0,23.5,14.7,135.6,12.9,6.0,61.6,55.1,128.8,6.8,19.4,1698.0,18.0,--
"May 28, 2019 10:56:30 AM",160.4,23.8,15.0,136.4,13.2,6.0,61.4,54.9,129.6,6.8,19.3,1706.0,18.0,--
"May 27, 2019 9:57:44 AM",159.8,23.7,14.9,136.0,13.1,6.0,61.5,55.0,129.2,6.8,19.3,1702.0,18.0,--
"May 26, 2019 9:56:42 AM",158.8,23.5,14.6,135.6,12.8,6.0,61.6,55.1,128.8,6.8,19.4,1699.0,18.0,--
"May 25, 2019 8:41:16 AM",159.0,23.6,14.7,135.6,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1699.0,18.0,--
"May 24, 2019 9:54:03 AM",159.0,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1699.0,18.0,--
"May 23, 2019 10:22:16 AM",160.0,23.7,14.9,136.2,13.1,6.0,61.4,55.0,129.4,6.8,19.4,1704.0,18.0,--
"May 22, 2019 7:21:26 AM",161.2,23.9,15.2,136.8,13.3,6.0,61.2,54.8,130.0,6.8,19.3,1709.0,18.0,--
"May 21, 2019 10:11:52 AM",158.0,23.4,14.4,135.2,12.6,6.0,61.8,55.3,128.6,6.8,19.5,1695.0,18.0,--
"May 20, 2019 9:12:50 AM",159.6,23.6,14.8,136.0,13.0,6.0,61.5,55.0,129.2,6.8,19.4,1702.0,18.0,--
"May 20, 2019 8:49:14 AM",160.2,23.7,14.9,136.2,13.1,6.0,61.4,55.0,129.4,6.8,19.4,1705.0,18.0,--
"May 19, 2019 10:30:15 AM",159.0,23.5,14.7,135.6,12.9,6.0,61.6,55.1,128.8,6.8,19.4,1698.0,18.0,--
"May 15, 2019 7:49:54 AM",159.2,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1700.0,18.0,--
"May 14, 2019 7:50:23 AM",158.8,23.5,14.6,135.6,12.8,6.0,61.7,55.2,128.8,6.8,19.4,1698.0,18.0,--
"May 13, 2019 7:53:53 AM",160.8,23.8,15.1,136.6,13.3,6.0,61.3,54.9,129.6,6.8,19.3,1706.0,18.0,--
"May 12, 2019 10:53:21 AM",156.2,23.1,14.0,134.2,12.2,6.0,62.1,55.5,127.6,6.8,19.6,1686.0,18.0,--
"May 11, 2019 9:35:39 AM",158.6,23.5,14.6,135.4,12.8,6.0,61.7,55.2,128.6,6.8,19.4,1696.0,18.0,--
"May 10, 2019 7:45:37 AM",160.0,23.7,14.9,136.2,13.1,6.0,61.4,55.0,129.4,6.8,19.4,1704.0,18.0,--
"May 9, 2019 6:43:15 AM",159.2,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1701.0,18.0,--
"May 8, 2019 7:21:01 AM",159.4,23.6,14.8,135.8,13.0,6.0,61.5,55.1,129.0,6.8,19.3,1700.0,18.0,--
"May 8, 2019 6:55:14 AM",159.6,23.6,14.8,136.0,13.0,6.0,61.5,55.0,129.2,6.8,19.4,1701.0,18.0,--
"May 7, 2019 7:51:49 AM",161.4,23.9,15.2,136.8,13.3,6.0,61.2,54.8,130.0,6.8,19.3,1710.0,18.0,--
"May 6, 2019 7:55:10 AM",165.6,24.5,16.1,138.8,14.0,7.0,60.5,54.2,132.0,7.0,19.1,1730.0,18.0,--
"May 5, 2019 11:02:32 AM",161.4,23.9,15.2,137.0,13.3,6.0,61.2,54.8,130.0,6.8,19.3,1711.0,18.0,--
"May 4, 2019 11:25:47 AM",160.6,23.8,15.0,136.4,13.2,6.0,61.3,54.9,129.6,6.8,19.4,1707.0,18.0,--
"May 3, 2019 7:54:29 AM",161.4,23.9,15.2,137.0,13.3,6.0,61.2,54.8,130.0,6.8,19.3,1711.0,18.0,--
"May 2, 2019 7:48:37 AM",160.8,23.8,15.1,136.6,13.3,6.0,61.3,54.9,129.8,6.8,19.3,1707.0,18.0,--
"May 1, 2019 7:50:38 AM",162.4,24.1,15.5,137.4,13.4,7.0,61.0,54.6,130.4,6.8,19.2,1715.0,18.0,--
"April 30, 2019 8:00:15 AM",160.4,23.8,15.0,136.4,13.2,6.0,61.4,54.9,129.6,6.8,19.3,1706.0,18.0,--
"April 29, 2019 7:54:47 AM",161.0,23.8,15.1,136.6,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"April 28, 2019 8:54:56 AM",155.6,23.0,13.9,134.0,12.1,6.0,62.2,55.6,127.2,6.8,19.6,1682.0,18.0,--
"April 26, 2019 7:51:59 AM",156.4,23.2,14.1,134.4,12.3,6.0,62.0,55.5,127.6,6.8,19.5,1686.0,18.0,--
"April 25, 2019 7:51:32 AM",154.2,22.8,13.6,133.2,12.0,5.0,62.4,55.8,126.6,6.6,19.6,1675.0,18.0,--
"April 24, 2019 7:57:13 AM",153.8,22.8,13.5,133.0,11.9,5.0,62.4,55.9,126.4,6.6,19.7,1674.0,18.0,--
"April 23, 2019 7:55:39 AM",159.2,23.6,14.7,135.8,12.9,6.0,61.6,55.1,129.0,6.8,19.4,1700.0,18.0,--
"April 21, 2019 6:28:48 PM",160.2,23.7,14.9,136.2,13.1,6.0,61.4,55.0,129.4,6.8,19.4,1705.0,18.0,--
"April 20, 2019 9:08:13 AM",159.6,23.6,14.8,136.0,13.0,6.0,61.5,55.0,129.2,6.8,19.4,1702.0,18.0,--
"April 19, 2019 11:25:20 AM",159.8,23.7,14.9,136.0,13.1,6.0,61.5,55.0,129.2,6.8,19.3,1702.0,18.0,--
"April 18, 2019 7:43:43 AM",160.8,23.8,15.1,136.6,13.3,6.0,61.3,54.9,129.8,6.8,19.3,1707.0,18.0,--
"April 17, 2019 7:49:07 AM",161.4,23.9,15.2,137.0,13.3,6.0,61.2,54.8,130.0,6.8,19.3,1711.0,18.0,--
"April 16, 2019 7:50:32 AM",160.0,23.7,14.9,136.2,13.1,6.0,61.5,55.0,129.2,6.8,19.3,1703.0,18.0,--
"April 15, 2019 7:36:53 AM",161.2,23.9,15.2,136.8,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"April 14, 2019 9:56:36 AM",160.4,23.8,15.0,136.4,13.2,6.0,61.4,54.9,129.6,6.8,19.3,1706.0,18.0,--
"April 12, 2019 7:44:25 AM",159.4,23.6,14.8,135.8,13.0,6.0,61.5,55.1,129.0,6.8,19.3,1700.0,18.0,--
"April 11, 2019 7:48:09 AM",160.4,23.8,15.0,136.4,13.2,6.0,61.4,54.9,129.6,6.8,19.3,1706.0,18.0,--
"April 10, 2019 7:50:27 AM",162.2,24.0,15.4,137.2,13.5,6.0,61.1,54.7,130.4,6.8,19.2,1714.0,18.0,--
"April 9, 2019 7:50:34 AM",161.0,23.8,15.1,136.6,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"April 8, 2019 8:00:44 AM",163.2,24.2,15.6,137.6,13.5,7.0,60.9,54.5,130.8,6.8,19.2,1719.0,18.0,--
"April 7, 2019 10:25:25 AM",162.0,24.0,15.3,137.2,13.4,6.0,61.1,54.7,130.2,6.8,19.3,1713.0,18.0,--
"April 6, 2019 10:42:02 AM",161.2,23.9,15.2,136.8,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"April 5, 2019 7:51:49 AM",161.0,23.8,15.1,136.6,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"April 4, 2019 7:42:07 AM",162.0,24.0,15.3,137.2,13.4,6.0,61.1,54.7,130.2,6.8,19.3,1713.0,18.0,--
"April 3, 2019 7:49:40 AM",161.2,23.9,15.2,136.8,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"April 2, 2019 7:58:57 AM",162.6,24.1,15.5,137.4,13.4,7.0,61.0,54.6,130.6,6.8,19.2,1716.0,18.0,--
"April 1, 2019 7:51:47 AM",164.8,24.4,16.0,138.4,13.9,7.0,60.7,54.3,131.6,7.0,19.1,1726.0,18.0,--
"March 31, 2019 10:25:50 AM",164.6,24.4,16.0,138.4,13.9,7.0,60.7,54.3,131.4,7.0,19.1,1725.0,18.0,--
"March 30, 2019 10:44:14 AM",164.0,24.3,15.8,138.2,13.7,7.0,60.8,54.4,131.2,7.0,19.1,1723.0,18.0,--
"March 28, 2019 7:51:12 AM",162.6,24.1,15.5,137.4,13.4,7.0,61.0,54.6,130.6,6.8,19.2,1716.0,18.0,--
"March 27, 2019 7:52:03 AM",163.6,24.2,15.7,138.0,13.6,7.0,60.9,54.4,131.0,7.0,19.2,1722.0,18.0,--
"March 26, 2019 7:50:38 AM",162.8,24.1,15.5,137.6,13.4,7.0,61.0,54.6,130.6,6.8,19.2,1717.0,18.0,--
"March 24, 2019 10:25:15 AM",163.6,24.2,15.7,137.8,13.6,7.0,60.9,54.4,131.0,7.0,19.2,1721.0,18.0,--
"March 21, 2019 11:07:03 AM",163.0,24.1,15.6,137.6,13.5,7.0,61.0,54.5,130.8,6.8,19.2,1718.0,18.0,--
"March 20, 2019 9:53:14 AM",161.4,23.9,15.2,136.8,13.3,6.0,61.2,54.8,130.0,6.8,19.3,1710.0,18.0,--
"March 18, 2019 9:22:07 AM",162.2,24.0,15.4,137.2,13.5,6.0,61.1,54.6,130.4,6.8,19.2,1714.0,18.0,--
"March 17, 2019 10:33:08 AM",162.8,24.1,15.5,137.6,13.4,7.0,61.0,54.6,130.6,6.8,19.2,1717.0,18.0,--
"March 15, 2019 7:37:53 AM",161.2,23.9,15.2,136.8,13.3,6.0,61.3,54.8,129.8,6.8,19.3,1708.0,18.0,--
"March 14, 2019 7:45:03 AM",162.4,24.0,15.4,137.4,13.5,6.0,61.1,54.6,130.4,6.8,19.3,1715.0,18.0,--
"March 13, 2019 7:46:54 AM",162.0,24.0,15.4,137.2,13.5,6.0,61.1,54.7,130.2,6.8,19.2,1713.0,18.0,--
"March 12, 2019 7:35:39 AM",163.4,24.2,15.7,137.8,13.6,7.0,60.9,54.5,130.8,7.0,19.1,1719.0,18.0,--
"March 11, 2019 7:51:08 AM",163.4,24.2,15.7,137.8,13.6,7.0,60.9,54.5,130.8,7.0,19.1,1719.0,18.0,--
"March 10, 2019 10:44:40 AM",161.8,24.0,15.3,137.0,13.4,6.0,61.2,54.7,130.2,6.8,19.3,1712.0,18.0,--
"March 9, 2019 7:55:17 AM",162.0,24.0,15.3,137.2,13.4,6.0,61.1,54.7,130.2,6.8,19.3,1713.0,18.0,--
"March 8, 2019 7:46:02 AM",162.8,24.1,15.5,137.6,13.4,7.0,61.0,54.6,130.6,6.8,19.2,1717.0,18.0,--
"March 7, 2019 7:45:55 AM",163.6,24.2,15.7,137.8,13.6,7.0,60.9,54.4,131.0,7.0,19.2,1721.0,18.0,--
"March 6, 2019 7:44:24 AM",163.2,24.2,15.6,137.8,13.5,7.0,60.9,54.5,130.8,6.8,19.2,1719.0,18.0,--
"March 5, 2019 7:48:29 AM",162.8,24.1,15.5,137.6,13.4,7.0,61.0,54.6,130.6,6.8,19.2,1717.0,18.0,--
"March 4, 2019 7:51:00 AM",165.0,24.4,16.0,138.6,13.9,7.0,60.6,54.3,131.6,7.0,19.1,1728.0,18.0,--
"March 4, 2019 7:50:44 AM",165.0,24.4,16.0,138.6,13.9,7.0,60.6,54.3,131.6,7.0,19.1,1728.0,18.0,--
"March 3, 2019 10:29:09 AM",163.8,24.3,15.8,138.0,13.7,7.0,60.8,54.4,131.0,7.0,19.1,1721.0,18.0,--
"March 2, 2019 11:30:10 AM",163.2,24.2,15.6,137.8,13.5,7.0,60.9,54.5,130.8,6.8,19.2,1719.0,18.0,--
"February 28, 2019 8:50:30 AM",164.2,24.3,15.8,138.2,13.7,7.0,60.8,54.4,131.2,7.0,19.2,1724.0,18.0,--
"February 28, 2019 8:50:06 AM",164.2,24.3,15.8,138.2,13.7,7.0,60.8,54.4,131.2,7.0,19.2,1724.0,18.0,--
"February 26, 2019 10:18:20 AM",162.2,24.0,15.4,137.2,13.5,6.0,61.1,54.6,130.4,6.8,19.2,1714.0,18.0,--
"February 25, 2019 10:25:10 AM",163.4,24.2,15.7,137.8,13.6,7.0,60.9,54.5,130.8,7.0,19.1,1719.0,18.0,--
"February 24, 2019 7:20:29 PM",163.8,24.3,15.8,138.0,13.7,7.0,60.8,54.4,131.0,7.0,19.1,1721.0,18.0,--
"February 24, 2019 10:32:20 AM",164.6,24.4,16.0,138.4,13.9,7.0,60.7,54.3,131.4,7.0,19.1,1725.0,18.0,--
"February 22, 2019 7:41:17 AM",165.4,24.5,16.1,138.8,14.0,7.0,60.6,54.2,131.8,7.0,19.1,1730.0,18.0,--
"February 20, 2019 11:19:51 AM",163.4,24.2,15.7,137.8,13.6,7.0,60.9,54.5,131.0,7.0,19.2,1720.0,18.0,--
"February 19, 2019 11:04:43 AM",164.8,24.4,16.0,138.4,13.9,7.0,60.7,54.3,131.6,7.0,19.1,1726.0,18.0,--
"February 18, 2019 9:48:16 AM",164.8,24.4,16.0,138.4,13.9,7.0,60.7,54.3,131.6,7.0,19.1,1726.0,18.0,--
"February 17, 2019 10:47:54 AM",165.2,24.5,16.1,138.6,14.0,7.0,60.6,54.2,131.8,7.0,19.1,1728.0,18.0,--
"February 15, 2019 7:44:25 AM",166.6,24.7,16.4,139.2,14.3,7.0,60.4,54.0,132.2,7.0,19.0,1734.0,18.0,--
"February 14, 2019 7:57:06 AM",167.0,24.7,16.5,139.6,14.4,7.0,60.3,54.0,132.4,7.0,19.0,1736.0,18.0,--
"February 13, 2019 7:44:19 AM",166.2,24.6,16.3,139.0,14.2,7.0,60.5,54.1,132.0,7.0,19.0,1732.0,18.0,--
"February 12, 2019 7:44:44 AM",166.8,24.7,16.4,139.4,14.3,7.0,60.3,54.0,132.6,7.0,19.1,1736.0,18.0,--
"February 11, 2019 7:40:00 AM",167.6,24.8,16.6,139.8,14.5,7.0,60.2,53.9,132.8,7.0,19.0,1739.0,18.0,--
"February 10, 2019 9:47:11 AM",167.6,24.8,16.6,139.8,14.5,7.0,60.2,53.9,132.8,7.0,19.0,1739.0,18.0,--
"February 8, 2019 11:09:19 AM",167.8,24.8,16.6,139.8,14.5,7.0,60.2,53.8,133.0,7.0,19.0,1740.0,18.0,--
"February 7, 2019 10:35:16 AM",167.8,24.8,16.6,139.8,14.5,7.0,60.2,53.8,133.0,7.0,19.0,1740.0,18.0,--
"February 6, 2019 7:45:09 AM",168.8,25.0,16.9,140.4,14.8,7.0,60.0,53.7,133.4,7.0,18.9,1744.0,18.0,--
"February 2, 2019 9:26:56 AM",165.8,24.6,16.2,139.0,14.1,7.0,60.5,54.1,132.0,7.0,19.1,1732.0,18.0,--
"February 1, 2019 7:47:44 AM",166.0,24.6,16.3,139.0,14.2,7.0,60.5,54.1,132.0,7.0,19.0,1731.0,18.0,--
"January 29, 2019 8:47:35 AM",162.4,24.0,15.4,137.4,13.5,6.0,61.1,54.6,130.4,6.8,19.3,1715.0,18.0,--
"January 28, 2019 7:46:59 AM",165.2,24.5,16.1,138.6,14.0,7.0,60.6,54.2,131.8,7.0,19.1,1728.0,18.0,--
"January 27, 2019 11:05:02 AM",165.2,24.5,16.1,138.6,14.0,7.0,60.6,54.2,131.6,7.0,19.0,1727.0,18.0,--
"January 27, 2019 11:03:03 AM",165.2,24.5,16.1,138.6,14.0,7.0,60.6,54.2,131.8,7.0,19.1,1728.0,18.0,--
